compound,date,negative,positive,source,text,tweets ago
-0.5574,Wed Dec 13 18:03:49 +0000 2017,0.141,0.0,@BBCWorld,"RT @BBCBusiness: ""It was just an incredible, incredible experience."" As Saudi Arabia lifts a 35 year ban on movie theaters, one of its bigg…",21
0.0,Wed Dec 13 18:03:07 +0000 2017,0.0,0.0,@BBCWorld,Never stand between a mother and her baby ? https://t.co/G7q45aJj1f,22
-0.6908,Wed Dec 13 17:34:49 +0000 2017,0.32,0.0,@BBCWorld,Swedish 'laser man' Ausonius on trial for 1992 German murder https://t.co/cxL12nv309,23
0.0,Wed Dec 13 17:30:47 +0000 2017,0.0,0.0,@BBCWorld,Starbucks store's wi-fi made computers mine crypto-currency https://t.co/620GWxvKMs,24
0.0,Wed Dec 13 17:09:48 +0000 2017,0.0,0.0,@BBCWorld,Thumbs up https://t.co/hJgJua30LQ,25
-0.5106,Wed Dec 13 16:54:29 +0000 2017,0.216,0.0,@BBCWorld,"RT @BBC_HaveYourSay: Angry Lazio fans give referee's restaurant the red card ????
https://t.co/LldGLn0WVn",26
-0.4767,Wed Dec 13 16:10:52 +0000 2017,0.256,0.0,@BBCWorld,"Jacob Zuma, South Africa's president, suffers double court blow https://t.co/28h7pYZZCq",27
-0.0516,Wed Dec 13 16:03:36 +0000 2017,0.118,0.0,@BBCWorld,Omarosa Manigault Newman to leave White House next month https://t.co/SA6YJ3XKvV,28
-0.6124,Wed Dec 13 14:59:51 +0000 2017,0.294,0.0,@BBCWorld,Joshua Holt: Venezuela court rules US man to be tried on weapons charges https://t.co/Op5cDZqOBm,29
0.6369,Wed Dec 13 14:46:39 +0000 2017,0.0,0.342,@BBCWorld,Last chance to save the 'panda of the sea' from extinction https://t.co/QLfCBKTt8O,30
-0.4019,Wed Dec 13 14:16:45 +0000 2017,0.231,0.0,@BBCWorld,Injured dog gets 'blade runner' prosthetic legs in Thailand https://t.co/hpBeKnAYGi,31
-0.2023,Wed Dec 13 13:43:35 +0000 2017,0.231,0.0,@BBCWorld,El Salvador reviews controversial baby-murder case https://t.co/UCUyhKOHqf,32
0.0,Wed Dec 13 12:57:43 +0000 2017,0.0,0.0,@BBCWorld,"LinkedIn hosted jihadist lectures, Blair institute reveals https://t.co/kv106VTAIZ",33
-0.4019,Wed Dec 13 12:25:41 +0000 2017,0.252,0.0,@BBCWorld,Switzerland's Gotthard road tunnel closed by deadly crash https://t.co/BjqndIvInr,34
-0.9432,Wed Dec 13 11:53:06 +0000 2017,0.696,0.0,@BBCWorld,Yemen war: Air strikes on rebel prison in Sanaa 'kill 30' https://t.co/e8Azox5BMw,35
-0.296,Wed Dec 13 11:30:55 +0000 2017,0.268,0.0,@BBCWorld,Two Reuters journalists missing in Myanmar https://t.co/AMKBE3fs3s,36
0.4404,Wed Dec 13 11:18:00 +0000 2017,0.0,0.127,@BBCWorld,"RT @BBCSteveR: As Vladimir Putin tells Russian troops in Syria they can return home ""victorious"", is this mission accomplished for Moscow?…",37
0.0,Wed Dec 13 10:51:26 +0000 2017,0.0,0.0,@BBCWorld,India 'replacement husband' plot alleged https://t.co/oQ7gpGvacC,38
0.0,Wed Dec 13 10:41:33 +0000 2017,0.0,0.0,@BBCWorld,'Feminism' is Merriam-Webster dictionary's word of the year https://t.co/X4yN7eHkYD,39
0.0,Wed Dec 13 10:14:50 +0000 2017,0.0,0.0,@BBCWorld,Erdogan: World should recognise Jerusalem as Palestinian capital https://t.co/SLXSWhuzez,40
0.0,Wed Dec 13 09:26:46 +0000 2017,0.0,0.0,@BBCWorld,RT @BBCMonitoring: Turkish President Recep Tayyip Erdogan has called on the international community to recognise Jerusalem as the capital o…,41
-0.4404,Wed Dec 13 08:15:27 +0000 2017,0.17,0.0,@BBCWorld,"As Facebook fights backs against claims by an ex-boss that it's ""ripping society apart"" — do you think the social n… https://t.co/j6pIQseVh5",42
-0.34,Wed Dec 13 08:07:24 +0000 2017,0.286,0.0,@BBCWorld,Raqqa casualties: 'I blame the coalition' https://t.co/OXdK9Tlhlk,43
0.296,Wed Dec 13 08:00:35 +0000 2017,0.0,0.268,@BBCWorld,Warmer Arctic is the 'new normal' https://t.co/mohKnWYDtt,44
-0.4996,Wed Dec 13 07:59:07 +0000 2017,0.193,0.082,@BBCWorld,"RT @BBCSteveR: ""Why are we always looking for enemies? We made a mistake with doping - so admit it."" In one Russian paper today, a rare adm…",45
-0.3818,Wed Dec 13 07:37:10 +0000 2017,0.206,0.0,@BBCWorld,Alabama upset: What Jones victory over Moore means for Trump https://t.co/AVTAP610W1,46
0.296,Wed Dec 13 07:37:10 +0000 2017,0.176,0.261,@BBCWorld,'Lonely gifs' by Motocross Saito celebrate solitude in Japan https://t.co/vjxt6izXcp,47
0.0,Wed Dec 13 07:15:21 +0000 2017,0.0,0.0,@BBCWorld,RT @BBCNorthAmerica: Roy Moore doesn't concede in Alabama Senate race https://t.co/XXgVk7c62d,48
0.4767,Wed Dec 13 07:01:09 +0000 2017,0.0,0.279,@BBCWorld,Google to open artificial intelligence centre in China https://t.co/stOpDsv8xj,49
0.0,Wed Dec 13 07:01:09 +0000 2017,0.0,0.0,@BBCWorld,US helicopter part crashes on Japanese school in Okinawa https://t.co/ELwJTHqCH8,50
0.0,Wed Dec 13 06:39:16 +0000 2017,0.0,0.0,@BBCWorld,Softening tone https://t.co/y3JYJlc2nK,51
0.0,Wed Dec 13 06:10:07 +0000 2017,0.0,0.0,@BBCWorld,"What does Democrat Doug Jones' #AlabamaSenate victory mean?

https://t.co/ShXcdX2nmq https://t.co/8SVcgcABQo",52
0.0,Wed Dec 13 05:23:15 +0000 2017,0.0,0.0,@BBCWorld,"Roy Moore on the #AlabamaSenate race: ""It's not over""

https://t.co/y5z5zvhQNE https://t.co/1qbUtvk5ov",53
0.194,Wed Dec 13 05:11:40 +0000 2017,0.253,0.277,@BBCWorld,"RT @BBCNewsAsia: Don't confuse solitude with loneliness: one expresses the pain of being alone, while the other celebrates the glory https:…",54
0.0,Wed Dec 13 05:03:58 +0000 2017,0.0,0.0,@BBCWorld,Roy Moore's campaign chairman says the Alabama US Senate race is too close to call despite several US outlets repor… https://t.co/knzy93XIG2,55
-0.6369,Wed Dec 13 04:18:02 +0000 2017,0.245,0.0,@BBCWorld,"Democrat Doug Jones defeats Republican Roy Moore, who faced - and denied - allegations of sexual misconduct 

""At t… https://t.co/tGZSUvtmQN",56
-0.7845,Wed Dec 13 04:12:37 +0000 2017,0.496,0.0,@BBCWorld,Husband accused of murder in high-profile Australia mystery https://t.co/juf8fDzDqs,57
0.2023,Wed Dec 13 04:05:02 +0000 2017,0.13,0.17,@BBCWorld,Democrat Doug Jones addresses his constituency after winning the US Senate seat - defeating Roy Moore… https://t.co/Lu5ILA8wNy,58
0.0,Wed Dec 13 03:52:32 +0000 2017,0.0,0.0,@BBCWorld,"RT @SallyBundockBBC: Does #Facebook need to defend itself or do you think it is ""ripping society apart""? Comments to #BBCTheBriefing, see y…",59
-0.4588,Wed Dec 13 03:44:57 +0000 2017,0.3,0.0,@BBCWorld,Jones projected to defeat Moore in Alabama https://t.co/1rBiIiif5P,60
0.5859,Wed Dec 13 03:43:21 +0000 2017,0.0,0.16,@BBCWorld,"RT @BBCBreaking: Doug Jones projected to become the first Democrat in 25 years to win a US Senate seat for Alabama

https://t.co/SbO4cHaaz2",61
-0.1531,Wed Dec 13 03:37:17 +0000 2017,0.199,0.14,@BBCWorld,"RT @BBCBreaking: Democrat Doug Jones projected to win US Senate seat in Alabama, defeating Donald Trump-backed Roy Moore after a bitter cam…",62
0.0,Wed Dec 13 03:28:27 +0000 2017,0.0,0.0,@BBCWorld,Trumplomacy: Rex Tillerson's New Year plans for North Korea https://t.co/FNgSzG0okU https://t.co/hC477v2c7g,63
-0.8689,Wed Dec 13 02:42:16 +0000 2017,0.329,0.0,@BBCWorld,"RT @BBCNewsAsia: In India, a video showing a man hacking another man to death and setting him alight is sparking shock and outrage on socia…",64
0.5505,Wed Dec 13 02:35:05 +0000 2017,0.0,0.259,@BBCWorld,"A huge nope rope. ?

Let it be said that the @QldPolice doesn't do boring! https://t.co/O540B00CiX https://t.co/QeaGPvTcDI",65
0.0,Wed Dec 13 02:19:57 +0000 2017,0.0,0.0,@BBCWorld,Brazil's media cyborgs https://t.co/A9Oi6ojpBC,66
0.0,Wed Dec 13 02:19:56 +0000 2017,0.0,0.0,@BBCWorld,Still relevant https://t.co/oP7qVdbcnP,67
0.128,Wed Dec 13 02:19:56 +0000 2017,0.0,0.429,@BBCWorld,Fashion contender https://t.co/O3KJYEVyvk,68
0.3612,Wed Dec 13 01:48:14 +0000 2017,0.0,0.128,@BBCWorld,"US ready to open North Korea nuclear disarmament talks without preconditions, Secretary of State Rex Tillerson says… https://t.co/93lA2bymVt",69
0.0,Wed Dec 13 01:40:03 +0000 2017,0.0,0.0,@BBCWorld,Mexican Virgin of Guadalupe pilgrimage marred by deaths https://t.co/G4JUZs3Rgu,70
0.4215,Wed Dec 13 01:36:39 +0000 2017,0.0,0.135,@BBCWorld,"RT @BBCMarikoOi: 80yrs since ?? captured Nanjing, I’m sharing my previous articles on history education https://t.co/SMoIDPtguh &amp; why both…",71
0.0,Wed Dec 13 01:19:46 +0000 2017,0.0,0.0,@BBCWorld,Disney set to seal $60bn 21st Century Fox takeover https://t.co/PmaI9zMEMW,72
0.0,Wed Dec 13 00:46:29 +0000 2017,0.0,0.0,@BBCWorld,Zuma lexicon https://t.co/3O9RvYzlKX,73
0.0,Wed Dec 13 00:34:57 +0000 2017,0.0,0.0,@BBCWorld,Russia packs a punch https://t.co/JocEZ14w7T,74
-0.6369,Wed Dec 13 00:34:57 +0000 2017,0.839,0.0,@BBCWorld,Helpless screams https://t.co/C8oWnqOOD6,75
0.6486,Wed Dec 13 00:31:03 +0000 2017,0.0,0.469,@BBCWorld,Queensland police python photo gains internet fame https://t.co/seYC8ajGQu,76
0.0,Wed Dec 13 00:28:36 +0000 2017,0.0,0.0,@BBCWorld,"RT @BBCNorthAmerica: All eyes are on Alabama's election to fill a senate seat. 
The BBC's @KattyKayBBC reports

https://t.co/a1hSfmB5oW htt…",77
-0.4767,Wed Dec 13 00:28:15 +0000 2017,0.204,0.0,@BBCWorld,RT @BBCNorthAmerica: Three women who accused President Donald Trump of sexual misconduct have demanded a congressional inquiry. Jessica Lee…,78
-0.7269,Tue Dec 12 23:03:11 +0000 2017,0.504,0.0,@BBCWorld,DR Congo crisis: On Kasai's hunger road https://t.co/uBEWNEQIQl,79
0.3612,Tue Dec 12 22:49:23 +0000 2017,0.0,0.2,@BBCWorld,"US ready for North Korea talks without preconditions, says Tillerson https://t.co/8NRaeOMKdV",80
-0.5574,Tue Dec 12 22:46:14 +0000 2017,0.338,0.0,@BBCWorld,California Thomas Fire: No end in sight for week-long wildfire https://t.co/IKcI87Nxet,81
-0.5499,Tue Dec 12 21:51:01 +0000 2017,0.173,0.0,@BBCWorld,Republican candidate Roy Moore rode to the polls in Alabama on horseback — but had some trouble leaving… https://t.co/eF6rxWI80u,82
0.4019,Tue Dec 12 21:42:30 +0000 2017,0.0,0.184,@BBCWorld,RT @BBCBusiness: Satoru Anzaki: Dying Japanese man throws 'end of life' party https://t.co/SiLauv97BC,83
0.1779,Tue Dec 12 20:59:07 +0000 2017,0.0,0.221,@BBCWorld,Roy Moore's skittish escape on horseback https://t.co/7MDhKBGo76,84
0.0,Tue Dec 12 20:45:25 +0000 2017,0.0,0.0,@BBCWorld,Venezuela to investigate ex-oil tsar over corruption https://t.co/BMEST0ULAH,85
-0.6908,Tue Dec 12 20:13:42 +0000 2017,0.37,0.0,@BBCWorld,French ex-minister Georges Tron face trial for rape https://t.co/HEejsN1Pmh,86
-0.4939,Tue Dec 12 20:02:53 +0000 2017,0.262,0.0,@BBCWorld,Egypt singer jailed for 'inciting debauchery' in music video https://t.co/WmdITtgOKp,87
0.0,Tue Dec 12 19:54:25 +0000 2017,0.0,0.0,@BBCWorld,Hunting the shipwrecks of the slave trade https://t.co/yThOgZ52E1 https://t.co/XSTp1vBAHN,88
-0.7906,Tue Dec 12 18:47:34 +0000 2017,0.304,0.0,@BBCWorld,"400,000 children in the Democratic Republic of Congo are suffering from malnutrition and could die within a year.… https://t.co/heeoir3dtI",89
-0.5574,Tue Dec 12 18:25:43 +0000 2017,0.286,0.0,@BBCWorld,Tractor driver destroys six speed cameras on Germany rampage https://t.co/2zd4vhVbVK,90
-0.7184,Tue Dec 12 17:43:43 +0000 2017,0.462,0.0,@BBCWorld,Trump accused of 'slut shaming' Senator Kirsten Gillibrand https://t.co/UBYEaCDjHY,91
-0.1779,Tue Dec 12 17:32:56 +0000 2017,0.13,0.106,@BBCWorld,"RT @bbcnadatawfik: Akayed Ullah's passport was found at his home. It had a hand written note that read ""O America, die in your rage."" The c…",92
-0.6486,Tue Dec 12 17:32:49 +0000 2017,0.17,0.0,@BBCWorld,RT @bbcnadatawfik: Akayed Ullah began researching how to build an IED online a year ago but only constructed bomb a week before the attack…,93
-0.9477,Tue Dec 12 17:31:28 +0000 2017,0.524,0.0,@BBCWorld,"RT @bbcnadatawfik: Akayed Ullah will face a federal judge just 1 day after failed suicide attack. According to a criminal complaint, He tol…",94
-0.296,Tue Dec 12 17:20:46 +0000 2017,0.336,0.185,@BBCWorld,France's National Front party charged over EU 'fake jobs' https://t.co/Ix9THBiAEP,95
-0.6249,Tue Dec 12 16:56:32 +0000 2017,0.369,0.0,@BBCWorld,Keaton Jones: Bullied boy's family faces backlash https://t.co/xrIZmWWOXf,96
0.0,Tue Dec 12 16:56:31 +0000 2017,0.0,0.0,@BBCWorld,'Face of climate change' https://t.co/q98KkAlT7S,97
-0.6705,Tue Dec 12 15:42:48 +0000 2017,0.31,0.0,@BBCWorld,Trafficking of pills used by suicide bombers soars in Sahel https://t.co/YajZRD8eIy,98
-0.2263,Tue Dec 12 15:42:48 +0000 2017,0.192,0.0,@BBCWorld,Honduras army moves in to quell post-election protests https://t.co/oxZBZVYhDl,99
-0.7351,Tue Dec 12 15:30:25 +0000 2017,0.228,0.0,@BBCWorld,"RT @BBCSport: Six more Russians have been banned for life from the Olympics in the latest punishment over doping in the country.

? https:/…",100
